15 15	
	 0.000455485141927703 -0.000169850756190311 -0.000169858680552245 -5.5257392070405e-06 -1.48063948153622e-06 -4.22719816569735e-07 -4.2268455076671e-07 -2.19011146891452e-08 -8.18596342250307e-08 -1.25362996746146e-08 4.66673268934151e-08 -6.94059236414376e-08 6.94278754100865e-08 -1.36743976244108e-07 3.66444808376897e-08
	 -0.000169850756190311 0.000455480484958165 -0.000169844128837717 4.04503985506314e-06 -4.04503696856928e-06 -4.22705665330218e-07 -4.22666707269589e-07 -6.00143001370201e-08 5.99338888880271e-08 -3.40984761054142e-08 -3.41524128619355e-08 -6.94287246003291e-08 6.94413728875413e-08 1.00125869351593e-07 1.00105097964633e-07
	 -0.000169858680552245 -0.000169844128837717 0.000455476399757072 1.48072367655509e-06 5.52561584667416e-06 -4.22611173338168e-07 -4.22689753859369e-07 8.18878121232407e-08 2.19574089994477e-08 4.66498216597868e-08 -1.24934530146942e-08 -6.94564098498719e-08 6.94223154258052e-08 3.66218698688745e-08 -1.3674721655681e-07
	 -5.5257392070405e-06 4.04503985506314e-06 1.48072367655509e-06 8.16296661976425e-08 8.46771992986664e-13 4.42407677466714e-13 1.84323157971101e-13 -8.18842043314966e-13 -4.49487807024038e-13 6.5846056822049e-13 -1.1362955032002e-13 -2.82532571098593e-13 6.13777824925474e-14 1.07682742858021e-09 -3.56393833458575e-14
	 -1.48063948153622e-06 -4.04503696856928e-06 5.52561584667416e-06 8.46771992986664e-13 8.16289097457271e-08 9.51890046506322e-13 -5.16275621469382e-13 2.54471745771376e-13 3.51948538521018e-13 -4.01872308594975e-13 9.17504587059219e-14 -3.23386231284805e-13 -2.13211060223026e-13 -2.20569662309242e-13 -1.0766854600779e-09
	 -4.22719816569735e-07 -4.22705665330218e-07 -4.22611173338168e-07 4.42407677466714e-13 9.51890046506322e-13 1.15363771357452e-08 -7.32477769776231e-14 1.41601806933098e-13 -2.50636460807829e-13 -9.55961733795249e-14 -1.81548292797005e-13 5.67726840794397e-10 -1.8119101135062e-14 -4.15705037146231e-14 1.10665121390399e-13
	 -4.2268455076671e-07 -4.22666707269589e-07 -4.22689753859369e-07 1.84323157971101e-13 -5.16275621469382e-13 -7.32477769776231e-14 1.15371459648827e-08 -4.50454531702154e-14 -1.84848616844179e-13 4.12313423482442e-14 -5.38543357251944e-14 -1.15440826422109e-13 -5.67462202807678e-10 -3.16030809668612e-14 -1.38368716531481e-13
	 -2.19011146891452e-08 -6.00143001370201e-08 8.18878121232407e-08 -8.18842043314966e-13 2.54471745771376e-13 1.41601806933098e-13 -4.50454531702154e-14 4.32511270852914e-09 -6.05992243125889e-14 4.30770618194197e-10 -9.94151709023056e-14 -4.36954021916121e-16 -2.68085742731129e-14 7.19092968902549e-14 6.12775666798202e-14
	 -8.18596342250307e-08 5.99338888880271e-08 2.19574089994477e-08 -4.49487807024038e-13 3.51948538521018e-13 -2.50636460807829e-13 -1.84848616844179e-13 -6.05992243125889e-14 4.32514678387692e-09 -2.87388440522715e-15 -4.30796087580712e-10 8.496565324331e-14 -7.24440476770581e-14 9.54776312597915e-15 7.15369528800079e-14
	 -1.25362996746146e-08 -3.40984761054142e-08 4.66498216597868e-08 6.5846056822049e-13 -4.01872308594975e-13 -9.55961733795249e-14 4.12313423482442e-14 4.30770618194197e-10 -2.87388440522715e-15 2.26836441293017e-09 2.70626890568117e-14 -9.24256884620901e-15 1.72860317008593e-15 -6.08445617597326e-14 -7.75728878165116e-14
	 4.66673268934151e-08 -3.41524128619355e-08 -1.24934530146942e-08 -1.1362955032002e-13 9.17504587059219e-14 -1.81548292797005e-13 -5.38543357251944e-14 -9.94151709023056e-14 -4.30796087580712e-10 2.70626890568117e-14 2.26829794288562e-09 5.89718243397741e-14 -7.6798199194098e-15 -6.9842885688357e-15 1.37691284146827e-14
	 -6.94059236414376e-08 -6.94287246003291e-08 -6.94564098498719e-08 -2.82532571098593e-13 -3.23386231284805e-13 5.67726840794397e-10 -1.15440826422109e-13 -4.36954021916121e-16 8.496565324331e-14 -9.24256884620901e-15 5.89718243397741e-14 1.4008799017504e-09 -4.02871207617505e-14 2.74517571291847e-14 -3.75677340489398e-14
	 6.94278754100865e-08 6.94413728875413e-08 6.94223154258052e-08 6.13777824925474e-14 -2.13211060223026e-13 -1.8119101135062e-14 -5.67462202807678e-10 -2.68085742731129e-14 -7.24440476770581e-14 1.72860317008593e-15 -7.6798199194098e-15 -4.02871207617505e-14 1.40094796563307e-09 1.33251406507216e-15 -3.85966567260654e-14
	 -1.36743976244108e-07 1.00125869351593e-07 3.66218698688745e-08 1.07682742858021e-09 -2.20569662309242e-13 -4.15705037146231e-14 -3.16030809668612e-14 7.19092968902549e-14 9.54776312597915e-15 -6.08445617597326e-14 -6.9842885688357e-15 2.74517571291847e-14 1.33251406507216e-15 9.44132633815811e-10 -5.05488694877102e-15
	 3.66444808376897e-08 1.00105097964633e-07 -1.3674721655681e-07 -3.56393833458575e-14 -1.0766854600779e-09 1.10665121390399e-13 -1.38368716531481e-13 6.12775666798202e-14 7.15369528800079e-14 -7.75728878165116e-14 1.37691284146827e-14 -3.75677340489398e-14 -3.85966567260654e-14 -5.05488694877102e-15 9.44164442075326e-10
	
