12 12	
	 1.06081208401456e-07 -3.71928886984773e-13 6.54128992246568e-14 1.83467944060022e-13 -2.54003661841761e-13 1.01406114836288e-13 1.6772818223728e-13 -1.12754151826907e-13 9.32522159210019e-15 -4.71107099252394e-14 4.59501279262507e-14 3.54637334093187e-14
	 -3.71928886984773e-13 1.06080970680024e-07 -1.0208917768225e-13 -2.03536824929555e-13 1.32542327132054e-13 9.46997093586306e-14 5.7865338389683e-14 1.36449962969119e-13 -8.24762959741549e-14 -4.000061321681e-14 -6.79280492477449e-14 -7.20133816840822e-14
	 6.54128992246568e-14 -1.0208917768225e-13 1.26059073426337e-08 6.78044069002009e-14 -5.89066267842135e-15 1.67245258771052e-14 -9.10587205906103e-15 -3.37127083519125e-14 6.99907399979023e-14 -3.0924872493858e-14 -1.9122610493986e-13 9.99030223322988e-15
	 1.83467944060022e-13 -2.03536824929555e-13 6.78044069002009e-14 1.26061064360738e-08 -4.44924839164261e-14 -2.21499534365162e-14 -2.47540165838794e-14 -3.34922409211533e-14 1.79045758867732e-14 1.91043982652457e-14 1.13443128571321e-16 1.8311995659367e-13
	 -2.54003661841761e-13 1.32542327132054e-13 -5.89066267842135e-15 -4.44924839164261e-14 4.64125226181653e-09 -2.46722450312453e-14 1.39908210682455e-14 8.59717035091227e-15 -1.51726038134719e-13 1.31305549443902e-15 2.47710769623442e-14 -1.69599256302297e-14
	 1.01406114836288e-13 9.46997093586306e-14 1.67245258771052e-14 -2.21499534365162e-14 -2.46722450312453e-14 4.64123101371971e-09 -1.83015937413393e-14 -2.56600785191723e-14 5.88480493546797e-15 1.30409331805976e-13 8.15573546264277e-15 2.21606549255992e-14
	 1.6772818223728e-13 5.7865338389683e-14 -9.10587205906103e-15 -2.47540165838794e-14 1.39908210682455e-14 -1.83015937413393e-14 2.40912720713452e-09 3.26090896856522e-15 -2.06355745511354e-15 3.7232681701934e-15 -5.62618886005988e-15 1.60443137984548e-15
	 -1.12754151826907e-13 1.36449962969119e-13 -3.37127083519125e-14 -3.34922409211533e-14 8.59717035091227e-15 -2.56600785191723e-14 3.26090896856522e-15 2.4093885077848e-09 -1.15548272283976e-14 -4.25516554040577e-15 4.37760428145657e-15 -7.50940198608832e-15
	 9.32522159210019e-15 -8.24762959741549e-14 6.99907399979023e-14 1.79045758867732e-14 -1.51726038134719e-13 5.88480493546797e-15 -2.06355745511354e-15 -1.15548272283976e-14 1.47999765985477e-09 2.90056260512404e-15 -8.94520329294192e-14 3.429504650941e-15
	 -4.71107099252394e-14 -4.000061321681e-14 -3.0924872493858e-14 1.91043982652457e-14 1.31305549443902e-15 1.30409331805976e-13 3.7232681701934e-15 -4.25516554040577e-15 2.90056260512404e-15 1.47999587847295e-09 -6.47904808855698e-15 8.55210125535327e-14
	 4.59501279262507e-14 -6.79280492477449e-14 -1.9122610493986e-13 1.13443128571321e-16 2.47710769623442e-14 8.15573546264277e-15 -5.62618886005988e-15 4.37760428145657e-15 -8.94520329294192e-14 -6.47904808855698e-15 1.00417046180404e-09 1.00897939017938e-15
	 3.54637334093187e-14 -7.20133816840822e-14 9.99030223322988e-15 1.8311995659367e-13 -1.69599256302297e-14 2.21606549255992e-14 1.60443137984548e-15 -7.50940198608832e-15 3.429504650941e-15 8.55210125535327e-14 1.00897939017938e-15 1.00415704691977e-09
	
12 12	
	 2281786.94379492 -130797.57452653 -327328.29475454 144890.222541961 26626.6558707494 57584.7397530839 -99138.5791047475 -474169.806084883 158431.252352891 -37342.8552270455 -286007.993338938 -101320.934699404
	 -130797.57452653 1814993.84076728 85471.0766980199 -37836.8469265282 -6951.44492613655 -15008.1312237433 25874.9258305756 123802.210050282 -41384.4418244242 9772.8274378763 74663.4779931729 26427.255061291
	 -327328.29475454 85471.07669802 1990197.87252568 -94671.9005444799 -17415.5320178636 -37618.8125604093 64737.8704438748 309855.992390266 -103594.840660278 24408.1236885949 187085.839784649 66204.5238324702
	 144890.222541961 -37836.8469265282 -94671.9005444799 1818236.9676795 7711.37031907395 16668.6233705431 -28665.073857493 -137103.545026383 45814.1275193788 -10823.2848259729 -82711.5755876616 -29535.4883308679
	 26626.6558707494 -6951.44492613658 -17415.5320178636 7711.37031907395 1788298.25446524 3063.24231087319 -5277.8354741617 -25224.6965101926 8681.28333196626 -1979.49990667357 -15248.9333778566 -5370.76662335643
	 57584.7397530839 -15008.1312237433 -37618.8125604094 16668.6233705431 3063.2423108732 1793566.25566261 -11394.3154109327 -54487.9878435955 18215.1025200484 -4514.50196854723 -32895.9572083289 -11690.6159137832
	 -99138.5791047475 25874.9258305756 64737.8704438748 -28665.073857493 -5277.83547416171 -11394.3154109327 1849757.98105611 93813.1085888826 -31346.7213499834 7372.74675568309 56592.9510558395 20029.067030049
	 -474169.806084883 123802.210050282 309855.992390266 -137103.545026383 -25224.6965101926 -54487.9878435955 93813.1085888826 2278523.03106229 -150004.454147868 35355.507925562 270676.518706129 95924.6690750198
	 158431.252352891 -41384.4418244242 -103594.840660278 45814.1275193789 8681.2833319662 18215.1025200484 -31346.7213499833 -150004.454147868 1984181.576712 -11831.2205308502 -90120.2338244034 -32051.1340222197
	 -37342.8552270455 9772.82743787633 24408.1236885949 -10823.2848259729 -1979.49990667358 -4514.5019685472 7372.74675568316 35355.507925562 -11831.2205308502 1936845.16702349 21357.6569239332 7217.68299329037
	 -286007.993338938 74663.4779931729 187085.839784649 -82711.5755876616 -15248.9333778566 -32895.957208329 56592.9510558395 270676.518706129 -90120.2338244034 21357.6569239332 2322357.86544285 57798.4561066158
	 -101320.934699404 26427.255061291 66204.5238324702 -29535.4883308679 -5370.76662335639 -11690.6159137832 20029.067030049 95924.6690750198 -32051.1340222197 7217.68299329036 57798.4561066157 2179706.3956281
	
12 12	
	 3.63654425965284e-08 -4.48077713370161e-09 -1.84473584659595e-08 6.06408517346364e-09 1.54081681567874e-09 3.53604164717816e-09 -4.36196015762565e-09 -2.52238105982172e-08 6.63830728436298e-09 -1.91988332809526e-09 -5.05543729186394e-09 -1.8773279076733e-09
	 -4.48077713370161e-09 2.37008580106721e-09 2.80058791464932e-09 -1.03643893980188e-09 -2.23528854564359e-10 -5.05861472040756e-10 5.80044332788947e-10 3.71128129844534e-09 -1.00305648043597e-09 3.83946693912572e-10 9.00538486246038e-10 2.29483770794525e-10
	 -1.84473584659595e-08 2.80058791464932e-09 1.42858327831549e-08 -3.98226371836066e-09 -8.81622213266711e-10 -2.04393506423519e-09 2.81843200580235e-09 1.67886155188007e-08 -3.97959723946045e-09 1.13243153365283e-09 3.45689721242259e-09 1.5065250016257e-09
